,Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
2135,2136,907200190,SC80,RL,59.0,8660,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,3,4,CBlock,4,3,2,6,502.0,1,0.0,513.0,1015.0,GasA,3,Y,SBrkr,1025,0,0,1025,0.0,0.0,2,0,3,1,3,6,8,1,2,Detchd,1979.0,Unf,2.0,370.0,3,3,2,127,0,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,153500
2136,2137,907200250,SC80,RL,72.0,9720,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,3,3,CBlock,3,5,2,5,755.0,1,0.0,240.0,995.0,GasA,3,Y,SBrkr,1009,0,0,1009,0.0,0.0,2,0,3,1,3,6,8,1,2,Detchd,1977.0,Unf,2.0,576.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No,0,Jun,2007,WD ,Normal,160000
2137,2138,907200270,SC20,RL,45.0,8982,2,None,3,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,2,5,539.0,1,0.0,501.0,1040.0,GasA,3,Y,SBrkr,1040,0,0,1040,0.0,0.0,1,1,3,1,3,5,8,0,0,Detchd,1977.0,Unf,2.0,748.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No,0,Jan,2007,WD ,Normal,134900
2138,2139,907202100,SC20,RL,39.0,16300,2,None,3,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,4,1977,1977,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,2,3,60.0,4,417.0,399.0,876.0,GasA,3,Y,SBrkr,907,0,0,907,1.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1977.0,RFn,1.0,308.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No,0,Jan,2007,WD ,Normal,130000
2139,2140,907202220,SC20,RL,75.0,9675,2,None,4,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,4,330.0,3,432.0,102.0,864.0,GasA,3,Y,SBrkr,879,0,0,879,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1975.0,Unf,2.0,440.0,3,3,2,0,80,0,0,0,0,0,No,No,0,Sep,2007,Con,Normal,120000
2140,2141,907203060,SC20,RL,70.0,7700,2,None,4,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,2,138.0,3,468.0,276.0,882.0,GasA,3,Y,SBrkr,882,0,0,882,1.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1980.0,Unf,2.0,461.0,3,3,2,96,0,0,0,0,0,0,MnPrv,No,0,Mar,2007,WD ,Normal,112500
2141,2142,907203110,SC20,RL,120.0,10356,2,None,4,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,2,4,716.0,1,0.0,253.0,969.0,GasA,3,Y,SBrkr,969,0,0,969,0.0,0.0,1,1,3,1,3,5,8,0,0,Attchd,1975.0,Unf,2.0,440.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No,0,Jan,2007,WD ,Normal,122000
2142,2143,907227060,SC20,RL,60.0,7200,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,5,671.0,1,0.0,193.0,864.0,GasA,4,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,5,5,8,0,0,Detchd,1977.0,Fin,2.0,576.0,4,5,2,155,0,0,0,0,0,0,No,No,0,Sep,2007,WD ,Normal,127000
2143,2144,907227100,SC20,RL,60.0,7200,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3,3,0,3,385.0,1,0.0,0.0,385.0,GasA,4,Y,SBrkr,875,0,0,875,0.0,0.0,1,0,3,1,4,5,8,0,0,Detchd,1975.0,Unf,2.0,728.0,3,3,2,352,0,0,0,0,0,0,No,No,0,Oct,2007,WD ,Normal,117000
2144,2145,907250050,SC20,RL,80.0,10386,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,4,3,PConc,4,3,0,6,1464.0,1,0.0,536.0,2000.0,GasA,5,Y,SBrkr,2000,0,0,2000,1.0,0.0,2,0,3,1,4,8,8,0,0,Attchd,2004.0,Fin,3.0,888.0,3,3,2,168,0,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,305900
2145,2146,907252020,SC60,RL,0.0,9375,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,149.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1284.0,1284.0,GasA,5,Y,SBrkr,1284,885,0,2169,0.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2002.0,RFn,2.0,647.0,3,3,2,192,87,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,228500
2146,2147,907252190,SC20,RL,0.0,11354,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,3,6,1412.0,1,0.0,261.0,1673.0,GasA,5,Y,SBrkr,1673,0,0,1673,1.0,0.0,2,0,3,1,4,7,8,1,3,Attchd,2000.0,RFn,2.0,583.0,3,3,2,306,113,0,0,116,0,0,No,No,0,Jan,2007,WD ,Normal,270000
2147,2148,907260040,SC20,RL,70.0,8749,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1459.0,1459.0,GasA,5,Y,SBrkr,1459,0,0,1459,0.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,2002.0,RFn,2.0,527.0,3,3,2,192,39,0,0,0,0,0,No,No,0,Sep,2007,WD ,Normal,192000
2148,2149,907260050,SC60,RL,70.0,8749,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,654.0,1,0.0,325.0,979.0,GasA,5,Y,SBrkr,992,940,0,1932,1.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2003.0,RFn,2.0,610.0,3,3,2,0,120,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,213000
2149,2150,907262020,SC60,RL,65.0,8158,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,214.0,4,3,PConc,4,3,0,1,0.0,1,0.0,860.0,860.0,GasA,5,Y,SBrkr,860,869,0,1729,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2002.0,Fin,2.0,542.0,3,3,2,386,63,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,200000
2150,2151,907270040,SC60,RL,66.0,16226,2,None,1,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,281.0,1,0.0,747.0,1028.0,GasA,5,Y,SBrkr,1210,1242,0,2452,0.0,0.0,2,1,4,1,4,9,8,1,3,BuiltIn,1998.0,Fin,2.0,683.0,3,3,2,208,50,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,267000
2151,2152,907275080,SC20,RL,73.0,11927,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,HdBoard,HdBoard,BrkFace,519.0,4,3,PConc,4,3,3,4,408.0,6,465.0,683.0,1556.0,GasA,5,Y,SBrkr,1592,0,0,1592,0.0,0.0,2,0,3,1,4,7,8,1,3,Attchd,1994.0,Fin,2.0,484.0,3,3,2,120,35,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,228000
2152,2153,907275150,SC60,RL,0.0,12728,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,256.0,4,3,PConc,4,3,1,6,1198.0,1,0.0,333.0,1531.0,GasA,5,Y,SBrkr,1531,908,0,2439,1.0,0.0,2,1,4,1,4,7,8,1,3,Attchd,2001.0,Fin,2.0,560.0,3,3,2,184,121,0,0,0,0,0,No,No,0,Jan,2007,WD ,Normal,275000
2153,2154,907280090,SC60,RL,0.0,15295,2,None,1,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,4,3,PConc,4,3,1,6,762.0,1,0.0,98.0,860.0,GasA,5,Y,SBrkr,1212,780,0,1992,1.0,0.0,2,1,3,1,4,7,6,2,3,Attchd,1996.0,RFn,2.0,608.0,3,3,2,225,32,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,211000
2154,2155,907280100,SC20,RL,90.0,11248,2,None,3,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,4,3,PConc,4,3,2,6,1059.0,1,0.0,567.0,1626.0,GasA,5,Y,SBrkr,1668,0,0,1668,1.0,0.0,2,0,3,1,4,7,8,1,3,Attchd,2002.0,Fin,3.0,702.0,3,3,2,257,45,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,285000
2155,2156,907285040,SC60,RL,80.0,10000,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,438.0,4,3,PConc,4,3,0,6,1079.0,1,0.0,141.0,1220.0,GasA,5,Y,SBrkr,1220,870,0,2090,1.0,0.0,2,1,3,1,4,8,8,1,3,Attchd,1995.0,RFn,2.0,556.0,3,3,2,0,65,0,0,0,0,0,No,No,0,Dec,2007,WD ,Normal,240000
2156,2157,907290140,SC120,RM,36.0,4435,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,2,6,659.0,1,0.0,189.0,848.0,GasA,5,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,3,8,0,0,Attchd,2003.0,Fin,2.0,420.0,3,3,2,140,0,0,0,0,0,0,No,No,0,Nov,2007,WD ,Normal,131500
2157,2158,907295040,SC20,RL,73.0,17227,2,None,2,Lvl,4,CulDSac,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,4,3,PConc,4,3,3,6,915.0,1,0.0,426.0,1341.0,GasA,5,Y,SBrkr,1341,0,0,1341,1.0,0.0,1,1,1,1,4,5,8,1,3,Attchd,1999.0,RFn,2.0,482.0,3,3,2,240,84,0,0,0,0,0,No,No,0,Jan,2007,WD ,Normal,246900
2158,2159,907401060,SC60,RL,65.0,8200,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,847.0,847.0,GasA,5,Y,SBrkr,847,1081,0,1928,0.0,0.0,2,1,4,1,4,8,8,1,4,BuiltIn,2003.0,Fin,2.0,434.0,3,3,2,100,48,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,219500
2159,2160,907405130,SC20,RL,65.0,8450,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,699.0,1,0.0,638.0,1337.0,GasA,5,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2003.0,RFn,2.0,531.0,3,3,2,0,39,0,0,0,0,0,No,No,0,Oct,2007,WD ,Normal,185000
2160,2161,907410020,SC60,RL,70.0,8145,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,738.0,738.0,GasA,5,Y,SBrkr,738,738,0,1476,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2007.0,RFn,2.0,552.0,3,3,2,0,35,0,0,0,0,0,No,No,0,Jun,2007,New,Partial,179400
2161,2162,907410050,SC60,RL,79.0,9245,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,939.0,939.0,GasA,5,Y,SBrkr,939,858,0,1797,0.0,0.0,2,1,3,1,4,8,8,0,0,Attchd,2006.0,RFn,2.0,639.0,3,3,2,144,53,0,0,0,0,0,No,No,0,Apr,2007,WD ,Normal,213500
2162,2163,907414060,SC20,RL,63.0,8500,2,None,4,Lvl,4,FR2,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1422.0,1422.0,GasA,5,Y,SBrkr,1422,0,0,1422,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2004.0,RFn,2.0,626.0,3,3,2,192,60,0,0,0,0,0,No,No,0,Nov,2007,WD ,Normal,179600
2163,2164,907414070,SC20,RL,65.0,8769,2,None,4,Lvl,4,FR2,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,709.0,1,0.0,460.0,1169.0,GasA,5,Y,SBrkr,1190,0,0,1190,1.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,2005.0,RFn,2.0,578.0,3,3,2,100,41,0,0,0,0,0,No,No,0,Oct,2007,WD ,Normal,173500
2164,2165,907420050,SC20,RL,64.0,8334,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1330.0,1330.0,GasA,5,Y,SBrkr,1330,0,0,1330,0.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,2006.0,Fin,2.0,437.0,3,3,2,0,23,0,0,0,0,0,No,No,0,Jul,2007,New,Partial,167840
2165,2166,907420060,SC60,RL,64.0,8333,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,738.0,738.0,GasA,4,Y,SBrkr,738,753,0,1491,0.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2006.0,RFn,2.0,484.0,3,3,2,100,30,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,168675
2166,2167,907420110,SC60,RL,64.0,9045,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,768.0,768.0,GasA,5,Y,SBrkr,768,768,0,1536,0.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,2005.0,Fin,2.0,400.0,3,3,2,0,40,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,167000
2167,2168,908102100,SC20,RL,70.0,9170,2,None,4,Lvl,4,Corner,3,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,5,698.0,6,96.0,420.0,1214.0,GasA,5,Y,SBrkr,1214,0,0,1214,1.0,0.0,1,0,2,1,3,6,8,0,0,Detchd,1965.0,Unf,2.0,461.0,2,2,2,0,0,184,0,0,0,0,GdPrv,Shed,400,Apr,2007,WD ,Normal,140000
2168,2169,908102160,SC85,RL,75.0,9825,2,None,4,Low,4,Inside,3,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,162.0,3,3,CBlock,4,3,3,5,936.0,1,0.0,0.0,936.0,GasA,4,Y,SBrkr,936,0,0,936,1.0,0.0,1,0,2,1,3,4,8,1,2,Attchd,1967.0,Unf,1.0,384.0,3,3,2,405,0,0,0,0,0,0,No,Shed,450,Aug,2007,WD ,Abnorml,118500
2169,2170,908103090,SC20,RL,67.0,8308,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,3,4,CBlock,3,3,0,4,132.0,2,841.0,115.0,1088.0,GasA,3,Y,SBrkr,1088,0,0,1088,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,2002.0,Unf,2.0,520.0,3,3,1,0,0,0,0,0,0,0,No,No,0,Jun,2007,COD,Normal,110000
2170,2171,908127040,SC20,RL,73.0,10921,2,None,4,HLS,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,0,3,520.0,1,0.0,440.0,960.0,GasA,3,Y,FuseF,960,0,0,960,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1965.0,Fin,1.0,432.0,3,3,1,120,0,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,94750
2171,2172,908127060,SC50,RL,74.0,16287,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,0,5,130.0,4,105.0,666.0,901.0,GasA,3,Y,SBrkr,901,450,0,1351,1.0,0.0,1,0,3,1,3,7,8,1,4,Detchd,1975.0,Unf,2.0,576.0,3,3,0,0,0,43,0,100,0,0,No,No,0,Jul,2007,WD ,Normal,122000
2172,2173,908127070,SC20,RL,80.0,8240,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,6,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,Stone,198.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1179.0,1179.0,GasA,4,Y,SBrkr,1179,0,0,1179,0.0,0.0,1,0,2,1,3,5,6,0,0,Attchd,1960.0,Fin,2.0,622.0,3,3,1,0,0,0,0,0,0,0,GdPrv,No,0,Jun,2007,WD ,Normal,110000
2173,2174,908127100,SC90,RL,81.0,11841,1,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,3,4,CBlock,4,3,2,6,816.0,1,0.0,0.0,816.0,GasA,3,Y,SBrkr,816,0,0,816,1.0,0.0,1,0,3,1,3,5,8,0,0,No,,No,0.0,0.0,0,0,2,0,32,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,118500
2174,2175,908152060,SC80,RL,65.0,6285,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,None,0.0,3,2,CBlock,3,3,2,6,504.0,1,0.0,456.0,960.0,GasA,3,Y,SBrkr,1044,0,0,1044,1.0,0.0,1,0,3,1,3,7,8,1,2,Detchd,1976.0,Unf,2.0,528.0,3,2,2,228,0,0,0,0,0,0,No,No,0,Apr,2007,WD ,Normal,133500
2175,2176,908152070,SC20,RL,0.0,7917,2,None,3,Lvl,4,Corner,3,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,4,CBlock,3,4,0,4,751.0,1,0.0,392.0,1143.0,GasA,3,Y,SBrkr,1113,0,0,1113,1.0,0.0,1,1,3,1,3,6,8,1,2,Attchd,1987.0,RFn,1.0,504.0,3,4,2,370,30,0,0,0,0,0,GdPrv,No,0,May,2007,WD ,Normal,148000
2176,2177,908152180,SC90,RL,0.0,9555,2,None,3,Lvl,4,CulDSac,3,Edwards,Norm,Norm,Duplex,2Story,5,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1100,1133,0,2233,0.0,0.0,2,1,5,2,3,11,8,0,0,Attchd,1979.0,Fin,2.0,579.0,3,4,2,0,0,0,0,0,0,0,No,No,0,Feb,2007,WD ,Normal,141000
2177,2178,908152260,SC20,RL,74.0,8536,2,None,4,Lvl,4,Corner,3,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,1125.0,1125.0,GasA,4,Y,SBrkr,1125,0,0,1125,0.0,0.0,1,1,2,1,3,5,8,0,0,Attchd,2007.0,Unf,2.0,430.0,3,3,2,80,64,0,0,0,0,0,No,No,0,Apr,2007,New,Partial,155000
2178,2179,908152280,SC20,RL,60.0,7024,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,0,5,980.0,1,0.0,110.0,1090.0,GasA,4,Y,SBrkr,1090,0,0,1090,1.0,0.0,1,1,2,1,3,5,8,0,0,Attchd,2005.0,Fin,2.0,450.0,3,3,2,0,49,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,157000
2179,2180,908152290,SC60,RL,60.0,7023,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,2Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,4,0,6,611.0,1,0.0,123.0,734.0,GasA,4,Y,SBrkr,734,674,0,1408,1.0,0.0,2,1,3,1,3,6,8,0,0,BuiltIn,2005.0,Fin,2.0,489.0,3,3,2,0,85,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,171500
2180,2181,908154195,SC20,RL,128.0,39290,2,None,3,Bnk,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,10,5,2008,2009,Hip,CompShg,CemntBd,CmentBd,Stone,1224.0,5,3,PConc,5,3,3,6,4010.0,1,0.0,1085.0,5095.0,GasA,5,Y,SBrkr,5095,0,0,5095,1.0,1.0,2,1,2,1,5,15,8,2,4,Attchd,2008.0,Fin,3.0,1154.0,3,3,2,546,484,0,0,0,0,0,No,Elev,17000,Oct,2007,New,Partial,183850
2181,2182,908154205,SC60,RL,130.0,40094,2,None,3,Bnk,4,Inside,3,Edwards,PosN,PosN,1Fam,2Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,762.0,5,3,PConc,5,3,3,6,2260.0,1,0.0,878.0,3138.0,GasA,5,Y,SBrkr,3138,1538,0,4676,1.0,0.0,3,1,3,1,5,11,8,1,4,BuiltIn,2007.0,Fin,3.0,884.0,3,3,2,208,406,0,0,0,0,0,No,No,0,Oct,2007,New,Partial,184750
2182,2183,908186050,SC180,RM,35.0,3675,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,3,3,PConc,4,3,3,6,467.0,1,0.0,80.0,547.0,GasA,5,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,4,5,8,0,0,Basment,2005.0,Fin,2.0,525.0,3,3,2,0,44,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,140000
2183,2184,908204090,SC20,RL,64.0,6400,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,2000,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,2,3,77.0,5,831.0,52.0,960.0,GasA,5,Y,SBrkr,960,0,0,960,1.0,0.0,1,0,2,1,2,4,8,0,0,Detchd,1959.0,Unf,1.0,392.0,3,3,2,144,0,35,0,0,0,0,No,No,0,Dec,2007,WD ,Normal,131750
2184,2185,908204180,SC90,RL,74.0,6882,2,None,4,Lvl,4,Corner,3,Edwards,Norm,Norm,Duplex,1Story,4,3,1955,1955,Gable,CompShg,AsbShng,Plywood,BrkCmn,128.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,N,SBrkr,1152,0,0,1152,0.0,0.0,2,0,2,2,2,6,8,0,0,No,,No,0.0,0.0,0,0,0,0,0,0,0,0,0,0,No,No,0,Sep,2007,WD ,Normal,61500
2185,2186,908225240,SC20,RL,75.0,10215,2,None,4,Bnk,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,3,3,PConc,3,3,0,5,492.0,1,0.0,372.0,864.0,GasA,5,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1954.0,Unf,1.0,248.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Feb,2007,WD ,Normal,111000
2186,2187,908225310,SC90,RL,52.0,8741,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,Duplex,1Story,5,6,1946,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1195.0,1195.0,GasA,3,N,SBrkr,1195,0,0,1195,0.0,0.0,2,0,4,2,3,8,8,0,0,No,,No,0.0,0.0,0,0,0,118,0,0,0,0,0,0,GdWo,No,0,Jul,2007,WD ,Abnorml,98500
